source_document,source_page,source_citation,measurement_name,body_region,measurement_method_note,population,country,sex,age_group,sample_size,stat_type,percentile,value_cm,value_mm,value_in,data_quality_note
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand width (without thumb),hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,11,,mean,,7.1,71,2.7953,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand width (without thumb),hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,11,,std_dev,,0.4,4,0.1575,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Thumb breadth,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,11,,mean,,1.6,16,0.6299,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Thumb breadth,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,11,,std_dev,,0.1,1,0.0394,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand thickness,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,11,,mean,,2.2,22,0.8661,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand thickness,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,11,,std_dev,,0.2,2,0.0787,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Pink (little finger) breadth,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,11,,mean,,1.1,11,0.4331,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Pink (little finger) breadth,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,11,,std_dev,,0.1,1,0.0394,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Middle finger length,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,11,,mean,,6.9,69,2.7165,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Middle finger length,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,11,,std_dev,,0.5,5,0.1969,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand diameter,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,11,,mean,,6.1,61,2.4016,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand diameter,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,11,,std_dev,,0.4,4,0.1575,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Grip circumference,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,11,,mean,,11.0,110,4.3307,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Grip circumference,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,11,,std_dev,,1.0,10,0.3937,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand length,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,12,,mean,,16.6,166,6.5354,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand length,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,12,,std_dev,,1.1,11,0.4331,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand width (without thumb),hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,12,,mean,,7.2,72,2.8346,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand width (without thumb),hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,12,,std_dev,,0.5,5,0.1969,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Thumb breadth,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,12,,mean,,1.7,17,0.6693,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Thumb breadth,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,12,,std_dev,,0.1,1,0.0394,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
